Batch,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Compressive Strength
349,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94
350,153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96
351,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
352,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54
353,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365,41.05
354,250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92
355,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37
356,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57
357,238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93
358,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2
359,313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44
360,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
361,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62
362,153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
363,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
364,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25
365,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92
366,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
367,491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55
368,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
369,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4
370,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6
371,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91
372,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
373,261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4
374,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
375,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2
376,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1
377,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83
378,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
379,388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1
380,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
381,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94
382,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7
383,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99
384,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22
385,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
386,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5
387,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3
388,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56
389,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
390,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22
391,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86
392,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96
393,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36
394,277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28
395,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
396,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43
397,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76
398,143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
399,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
400,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28
401,140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44
402,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71
403,288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52
404,152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18
405,469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.9
406,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
407,237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63
408,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72
409,153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
410,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06
411,350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35
412,272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25
413,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
414,190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69
415,122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32
416,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58
417,339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65
418,277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04
419,332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28
420,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77
421,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18
422,288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53
423,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97
424,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05
425,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7
426,298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88
427,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53
428,397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94
429,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11
430,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13
431,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45
432,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65
433,388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9
434,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45
435,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69
436,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4
437,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52
438,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02
439,153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,26.86
440,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8
441,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
442,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4
443,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92
444,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67
445,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71
446,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8
447,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35
448,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4
449,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36
450,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17
451,289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25
452,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16
453,140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23
454,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35
455,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05
456,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03
457,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74
458,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
459,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7
460,192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48
461,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07
462,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
463,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01
464,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
465,261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.72
466,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
467,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66
468,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6
469,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07
470,277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14
471,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0
472,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07
473,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8
474,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
475,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
476,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84
477,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45
478,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42
479,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
480,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
481,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86
482,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.26
483,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
484,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37
485,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84
486,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7
487,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96
488,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05
489,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9
490,183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79
491,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7
492,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
493,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
494,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,40.27
495,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.8
496,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
497,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59
498,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9
499,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07
500,134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29
501,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94
502,469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.2
503,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
504,155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28
505,145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2
506,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45
507,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
508,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02
509,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59
510,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22
511,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43
512,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24
513,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42
514,284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93
515,149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
516,252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4
517,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49
518,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4
519,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76
520,393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58
521,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64
522,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7
523,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84
524,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02
525,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99
526,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0
527,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09
528,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42
529,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75
530,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09
531,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93
532,252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
533,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9
534,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58
535,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
536,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
537,154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34
538,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
539,237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0
540,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08
541,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9
542,273.0,0.0,90.0,199.0,11.0,931.0,762.0,28,32.24
543,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68
544,159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88
545,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
546,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11
547,203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56
548,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
549,255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8
550,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31
551,159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
552,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02
553,303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.42
554,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
555,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
556,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59
557,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5
558,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78
559,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06
560,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1
561,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05
562,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.17
563,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89
564,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
565,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82
566,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55
567,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
568,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
569,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4
570,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
571,148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96
572,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24
573,151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.57
574,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38
575,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75
576,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64
577,154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79
578,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
579,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73
580,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3
581,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
582,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52
583,149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58
584,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8
585,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68
586,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39
587,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36
588,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81
589,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
590,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25
591,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87
592,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44
593,312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.1
594,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23
595,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16
596,238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69
597,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
598,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9
599,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
600,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48
601,154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74
602,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
603,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
604,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25
605,296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
606,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52
607,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0
608,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3
609,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4
610,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05
611,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46
612,238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59
613,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
614,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89
615,350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53
616,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73
617,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04
618,157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69
619,491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55
620,252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6
621,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29
622,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4
623,393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11
624,160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31
625,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86
626,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
627,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52
628,190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86
629,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54
630,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6
631,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72
632,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3
633,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
634,287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,41.94
635,151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18
636,522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51
637,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
638,380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82
639,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9
640,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16
641,310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.69
642,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6
643,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5
644,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77
645,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21
646,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22
647,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41
648,135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91
649,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
650,202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
651,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
652,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38
653,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8
654,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91
655,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16
656,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74
657,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06
658,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36
659,164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09
660,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
661,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13
662,228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92
663,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93
664,153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
665,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
666,290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08
667,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12
668,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44
669,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
670,145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54
671,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
672,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06
673,194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
674,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
675,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29
676,312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45
677,236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42
678,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15
679,202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07
680,249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03
681,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54
682,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77
683,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
684,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14
685,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42
686,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54
687,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79
688,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26
689,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19
690,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
691,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7
692,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06
693,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21
694,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57
695,314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23
696,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
697,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64
698,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8
699,401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
